company,bspl,name,val,val_before,business,yeartime,ratio,financialstatements_id
AP위성,CF,재무활동현금흐름,-514152170,-1040146345,핸드셋,2021,-0.004624163,6
BGF,IS,매출액,42326739874,51633111383,백화점과일반상점,2021,0.02718528,7
BGF,IS,매출원가,-24952176490,-25966670084,백화점과일반상점,2021,-0.016026084,7
BGF,IS,판관비,0,0,백화점과일반상점,2021,0,7
BGF,IS,영업외손익,7289683750,-14366191182,백화점과일반상점,2021,0.00468196,7
BGF,IS,금융손익,41475816761,11048731539,백화점과일반상점,2021,0.026638756,7
BGF,IS,법인세비용,-13723647315,-168889416,백화점과일반상점,2021,-0.008814314,7
BGF,IS,중단영업손익,0,0,백화점과일반상점,2021,0,7
BGF,IS,당기순이익,52416416580,22180092240,백화점과일반상점,2021,0.033665597,7
BGF,BS,현금성자산,8280447627,564296581,백화점과일반상점,2021,0.0053183,7
BGF,BS,금융자산,2.50E+11,4.82E+11,백화점과일반상점,2021,0.160380131,7
BGF,BS,재고자산,0,0,백화점과일반상점,2021,0,7
BGF,BS,유형자산,1.21E+11,1.19E+11,백화점과일반상점,2021,0.07779929,7
BGF,BS,무형자산,3365435466,1468702680,백화점과일반상점,2021,0.002161525,7
BGF,BS,투자주식,1.16E+12,9.81E+11,백화점과일반상점,2021,0.74492162,7
BGF,BS,기타자산,353377302,1.32E+11,백화점과일반상점,2021,0.000226964,7
BGF,BS,자산총계,1.56E+12,1.50E+12,백화점과일반상점,2021,1,7
BGF,BS,금융부채,17827242356,17107271280,백화점과일반상점,2021,0.011449939,7
BGF,BS,기타부채,38960073898,26994607098,백화점과일반상점,2021,0.025022964,7
BGF,BS,충당부채,1109143208,0,백화점과일반상점,2021,0.000712372,7
BGF,BS,부채총계,53639151555,39847002826,백화점과일반상점,2021,0.034450925,7
BGF,CF,영업활동현금흐름,20221998712,33295065095,백화점과일반상점,2021,0.012988023,7
BGF,CF,투자활동현금흐름,-1825161210,-26297642387,백화점과일반상점,2021,-0.00117225,7
BGF,CF,재무활동현금흐름,-10680686456,-10704030658,백화점과일반상점,2021,-0.006859906,7
BGF리테일,IS,매출액,6.76E+12,6.17E+12,백화점과일반상점,2021,2.680220712,8
BGF리테일,IS,매출원가,-5.61E+12,-5.13E+12,백화점과일반상점,2021,-2.224806296,8
BGF리테일,IS,판관비,-9.75E+11,-8.94E+11,백화점과일반상점,2021,-0.386364474,8
BGF리테일,IS,영업외손익,796284755,3824257854,백화점과일반상점,2021,0.000315615,8
BGF리테일,IS,금융손익,15356564081,20934363828,백화점과일반상점,2021,0.006086726,8
BGF리테일,IS,법인세비용,-44144376353,-39396849732,백화점과일반상점,2021,-0.01749706,8
BGF리테일,IS,중단영업손익,0,0,백화점과일반상점,2021,0,8
BGF리테일,IS,당기순이익,1.46E+11,1.26E+11,백화점과일반상점,2021,0.057955224,8
BGF리테일,BS,현금성자산,46931239240,17218443797,백화점과일반상점,2021,0.01860166,8
BGF리테일,BS,금융자산,1.11E+12,1.22E+12,백화점과일반상점,2021,0.44127691,8
BGF리테일,BS,재고자산,1.04E+11,1.18E+11,백화점과일반상점,2021,0.041252732,8
BGF리테일,BS,유형자산,1.27E+12,1.08E+12,백화점과일반상점,2021,0.503074032,8
BGF리테일,BS,무형자산,31635280670,35529066983,백화점과일반상점,2021,0.012538956,8
BGF리테일,BS,투자주식,73022830057,61991222027,백화점과일반상점,2021,0.02894332,8
BGF리테일,BS,기타자산,63802665541,49291545609,백화점과일반상점,2021,0.025288817,8
BGF리테일,BS,자산총계,2.52E+12,2.31E+12,백화점과일반상점,2021,1,8
BGF리테일,BS,금융부채,1.26E+12,1.22E+12,백화점과일반상점,2021,0.498803758,8
BGF리테일,BS,기타부채,99609469285,86569471469,백화점과일반상점,2021,0.039481197,8
BGF리테일,BS,충당부채,40466413188,30258287496,백화점과일반상점,2021,0.016039263,8
BGF리테일,BS,부채총계,1.74E+12,1.64E+12,백화점과일반상점,2021,0.689991117,8
BGF리테일,CF,영업활동현금흐름,5.25E+11,5.02E+11,백화점과일반상점,2021,0.208231784,8
BGF리테일,CF,투자활동현금흐름,-2.32E+11,-2.52E+11,백화점과일반상점,2021,-0.092002147,8
BGF리테일,CF,재무활동현금흐름,-2.64E+11,-2.52E+11,백화점과일반상점,2021,-0.104451108,8
BNK금융지주,IS,매출액,7429022348,9393672147,은행,2021,0.001088453,9
BNK금융지주,IS,매출원가,0,0,은행,2021,0,9
BNK금융지주,IS,판관비,-45750228516,-35976529107,은행,2021,-0.00670303,9
BNK금융지주,IS,영업외손익,-962942378,2614894588,은행,2021,-0.000141084,9
BNK금융지주,IS,금융손익,2.46E+11,2.74E+11,은행,2021,0.035981914,9
BNK금융지주,IS,법인세비용,0,0,은행,2021,0,9
BNK금융지주,IS,중단영업손익,0,0,은행,2021,0,9
BNK금융지주,IS,당기순이익,2.06E+11,2.50E+11,은행,2021,0.030226253,9
BNK금융지주,BS,현금성자산,51799136753,87759027856,은행,2021,0.007589277,9
BNK금융지주,BS,금융자산,1.75E+11,1.06E+11,은행,2021,0.025573404,9
BNK금융지주,BS,재고자산,0,0,은행,2021,0,9
BNK금융지주,BS,유형자산,7023633992,5474990864,은행,2021,0.001029058,9
BNK금융지주,BS,무형자산,15818071708,14633496184,은행,2021,0.002317562,9
BNK금융지주,BS,투자주식,6.57E+12,6.15E+12,은행,2021,0.963171112,9
BNK금융지주,BS,기타자산,2181276394,1848706051,은행,2021,0.000319587,9
BNK금융지주,BS,자산총계,6.83E+12,6.37E+12,은행,2021,1,9
BNK금융지주,BS,금융부채,1.40E+12,1.08E+12,은행,2021,0.204903406,9
BNK금융지주,BS,기타부채,1.73E+11,99727511038,은행,2021,0.025403011,9
BNK금융지주,BS,충당부채,1680286150,9796242250,은행,2021,0.000246185,9
BNK금융지주,BS,부채총계,1.57E+12,1.19E+12,은행,2021,0.230552603,9
BNK금융지주,CF,영업활동현금흐름,2.06E+11,2.56E+11,은행,2021,0.030127875,9
BNK금융지주,CF,투자활동현금흐름,-4.25E+11,-2.58E+11,은행,2021,-0.062254824,9
BNK금융지주,CF,재무활동현금흐름,1.83E+11,10521841226,은행,2021,0.026858336,9
BYC,IS,매출액,1.63E+11,1.61E+11,"섬유,의류,신발,호화품",2021,0.24268754,10
BYC,IS,매출원가,-91245335678,-90115630922,"섬유,의류,신발,호화품",2021,-0.135612843,10
BYC,IS,판관비,-45308575905,-48217624816,"섬유,의류,신발,호화품",2021,-0.067339604,10
BYC,IS,영업외손익,17519902834,5421287680,"섬유,의류,신발,호화품",2021,0.026038852,10
BYC,IS,금융손익,0,0,"섬유,의류,신발,호화품",2021,0,10
BYC,IS,법인세비용,-11171740169,-10247306661,"섬유,의류,신발,호화품",2021,-0.016603933,10
BYC,IS,중단영업손익,0,0,"섬유,의류,신발,호화품",2021,0,10
BYC,IS,당기순이익,33083402529,17752211045,"섬유,의류,신발,호화품",2021,0.049170012,10
BYC,BS,현금성자산,51135853677,45055843264,"섬유,의류,신발,호화품",2021,0.076000361,10
BYC,BS,금융자산,53985466645,38769949604,"섬유,의류,신발,호화품",2021,0.080235582,10
BYC,BS,재고자산,30297126705,33467914039,"섬유,의류,신발,호화품",2021,0.045028926,10
BYC,BS,유형자산,5.36E+11,5.45E+11,"섬유,의류,신발,호화품",2021,0.796857237,10
BYC,BS,무형자산,430262619,517444465,"섬유,의류,신발,호화품",2021,0.000639475,10
BYC,BS,투자주식,50000000,59165000,"섬유,의류,신발,호화품",2021,7.43E-05,10
BYC,BS,기타자산,783253813,1144963664,"섬유,의류,신발,호화품",2021,0.001164106,10
BYC,BS,자산총계,6.73E+11,6.64E+11,"섬유,의류,신발,호화품",2021,1,10
BYC,BS,금융부채,1.79E+11,2.06E+11,"섬유,의류,신발,호화품",2021,0.265670427,10
BYC,BS,기타부채,16469543949,11898214180,"섬유,의류,신발,호화품",2021,0.024477763,10
BYC,BS,충당부채,412462471,1084072580,"섬유,의류,신발,호화품",2021,0.00061302,10
BYC,BS,부채총계,1.96E+11,2.19E+11,"섬유,의류,신발,호화품",2021,0.29076121,10
BYC,CF,영업활동현금흐름,34043648044,35065744973,"섬유,의류,신발,호화품",2021,0.050597171,10
BYC,CF,투자활동현금흐름,3810403563,26273856667,"섬유,의류,신발,호화품",2021,0.00566319,10
BYC,CF,재무활동현금흐름,-31774029901,-30225926244,"섬유,의류,신발,호화품",2021,-0.047223965,10
CBI,IS,매출액,22855752049,16710124584,자동차부품,2021,0.300421648,11
CBI,IS,매출원가,-20601863327,-17160207701,자동차부품,2021,-0.270795979,11
CBI,IS,판관비,-4268675890,-2002448758,자동차부품,2021,-0.05610853,11
CBI,IS,영업외손익,-4109531663,232083790,자동차부품,2021,-0.054016699,11
CBI,IS,금융손익,-3760289762,-1136977392,자동차부품,2021,-0.049426177,11
CBI,IS,법인세비용,-951946502,329177242,자동차부품,2021,-0.01251262,11
CBI,IS,중단영업손익,0,0,자동차부품,2021,0,11
CBI,IS,당기순이익,-10836555095,-3028248235,자동차부품,2021,-0.142438356,11
CBI,BS,현금성자산,18647153043,4323928824,자동차부품,2021,0.245102784,11
CBI,BS,금융자산,18269326916,4402690717,자동차부품,2021,0.240136544,11
CBI,BS,재고자산,3382795637,4980159353,자동차부품,2021,0.044464301,11
CBI,BS,유형자산,16544249442,30136850096,자동차부품,2021,0.2174617,11
CBI,BS,무형자산,311415608,200301517,자동차부품,2021,0.004093324,11
CBI,BS,투자주식,18799920368,0,자동차부품,2021,0.247110795,11
CBI,BS,기타자산,124050640,275158579,자동차부품,2021,0.001630552,11
CBI,BS,자산총계,76078911654,44319089086,자동차부품,2021,1,11
CBI,BS,금융부채,43267347149,22296541225,자동차부품,2021,0.568716694,11
CBI,BS,기타부채,1894537067,126862649,자동차부품,2021,0.024902263,11
CBI,BS,충당부채,38244813,2042724147,자동차부품,2021,0.000502699,11
CBI,BS,부채총계,45200129029,24466128021,자동차부품,2021,0.594121657,11
CBI,CF,영업활동현금흐름,-5067985044,-1040353985,자동차부품,2021,-0.066614847,11
CBI,CF,투자활동현금흐름,-18850256746,-1690606087,자동차부품,2021,-0.247772429,11
CBI,CF,재무활동현금흐름,38241524188,6057805760,자동차부품,2021,0.502656036,11
CJ CGV,IS,매출액,3.29E+11,3.26E+11,방송과엔터테인먼트,2021,0.162718073,12
CJ CGV,IS,매출원가,-4.92E+11,-5.29E+11,방송과엔터테인먼트,2021,-0.243711651,12
CJ CGV,IS,판관비,0,0,방송과엔터테인먼트,2021,0,12
CJ CGV,IS,영업외손익,-86678801860,-1.45E+11,방송과엔터테인먼트,2021,-0.042920459,12
CJ CGV,IS,금융손익,-23322802039,-2.12E+11,방송과엔터테인먼트,2021,-0.011548676,12
CJ CGV,IS,법인세비용,12516351461,94575058828,방송과엔터테인먼트,2021,0.006197681,12
CJ CGV,IS,중단영업손익,0,0,방송과엔터테인먼트,2021,0,12
CJ CGV,IS,당기순이익,-2.61E+11,-4.67E+11,방송과엔터테인먼트,2021,-0.129265031,12
CJ CGV,BS,현금성자산,2.24E+11,5.46E+11,방송과엔터테인먼트,2021,0.111124737,12
CJ CGV,BS,금융자산,5.91E+11,5.36E+11,방송과엔터테인먼트,2021,0.292576521,12
CJ CGV,BS,재고자산,3957720815,4645837591,방송과엔터테인먼트,2021,0.001959732,12
CJ CGV,BS,유형자산,9.66E+11,1.17E+12,방송과엔터테인먼트,2021,0.478196986,12
CJ CGV,BS,무형자산,28987377176,26339171961,방송과엔터테인먼트,2021,0.014353585,12
CJ CGV,BS,투자주식,0,0,방송과엔터테인먼트,2021,0,12
CJ CGV,BS,기타자산,2.06E+11,1.94E+11,방송과엔터테인먼트,2021,0.10178844,12
CJ CGV,BS,자산총계,2.02E+12,2.48E+12,방송과엔터테인먼트,2021,1,12
CJ CGV,BS,금융부채,1.57E+12,2.13E+12,방송과엔터테인먼트,2021,0.775881456,12
CJ CGV,BS,기타부채,53296555577,60372470991,방송과엔터테인먼트,2021,0.026390681,12
CJ CGV,BS,충당부채,2334549911,2937194866,방송과엔터테인먼트,2021,0.001155991,12
CJ CGV,BS,부채총계,1.62E+12,2.19E+12,방송과엔터테인먼트,2021,0.803428129,12
CJ CGV,CF,영업활동현금흐름,-99474012861,-1.83E+11,방송과엔터테인먼트,2021,-0.049256222,12
CJ CGV,CF,투자활동현금흐름,-4.37E+11,-76764847164,방송과엔터테인먼트,2021,-0.216291448,12
CJ CGV,CF,재무활동현금흐름,2.14E+11,6.29E+11,방송과엔터테인먼트,2021,0.106124135,12
CJ ENM,IS,매출액,2.84E+12,2.72E+12,방송과엔터테인먼트,2021,0.471066191,13
CJ ENM,IS,매출원가,-1.43E+12,-1.46E+12,방송과엔터테인먼트,2021,-0.236468343,13
CJ ENM,IS,판관비,-1.11E+12,-1.05E+12,방송과엔터테인먼트,2021,-0.184718824,13
CJ ENM,IS,영업외손익,-81020106052,11092961977,방송과엔터테인먼트,2021,-0.013430944,13
CJ ENM,IS,금융손익,43339658410,18692586326,방송과엔터테인먼트,2021,0.007184544,13
CJ ENM,IS,법인세비용,-59421566109,-75669651554,방송과엔터테인먼트,2021,-0.00985049,13
CJ ENM,IS,중단영업손익,0,0,방송과엔터테인먼트,2021,0,13
CJ ENM,IS,당기순이익,2.04E+11,1.68E+11,방송과엔터테인먼트,2021,0.033782134,13
CJ ENM,BS,현금성자산,9.48E+11,54327162706,방송과엔터테인먼트,2021,0.157209788,13
CJ ENM,BS,금융자산,1.21E+12,1.38E+12,방송과엔터테인먼트,2021,0.200937054,13
CJ ENM,BS,재고자산,63320418760,49561650628,방송과엔터테인먼트,2021,0.010496814,13
CJ ENM,BS,유형자산,6.58E+11,5.95E+11,방송과엔터테인먼트,2021,0.109094084,13
CJ ENM,BS,무형자산,7.77E+11,7.39E+11,방송과엔터테인먼트,2021,0.128812493,13
CJ ENM,BS,투자주식,2.10E+12,1.84E+12,방송과엔터테인먼트,2021,0.347430467,13
CJ ENM,BS,기타자산,2.78E+11,2.44E+11,방송과엔터테인먼트,2021,0.046019299,13
CJ ENM,BS,자산총계,6.03E+12,4.90E+12,방송과엔터테인먼트,2021,1,13
CJ ENM,BS,금융부채,2.27E+12,1.48E+12,방송과엔터테인먼트,2021,0.375852493,13
CJ ENM,BS,기타부채,4.29E+11,3.17E+11,방송과엔터테인먼트,2021,0.071160531,13
CJ ENM,BS,충당부채,8636832181,6690703019,방송과엔터테인먼트,2021,0.001431753,13
CJ ENM,BS,부채총계,2.71E+12,1.80E+12,방송과엔터테인먼트,2021,0.448444777,13
CJ ENM,CF,영업활동현금흐름,6.36E+11,4.95E+11,방송과엔터테인먼트,2021,0.105398928,13
CJ ENM,CF,투자활동현금흐름,-4.35E+11,-8.57E+11,방송과엔터테인먼트,2021,-0.072095424,13
CJ ENM,CF,재무활동현금흐름,6.90E+11,3.42E+11,방송과엔터테인먼트,2021,0.114307839,13
CJ,IS,매출액,2.05E+11,1.65E+11,방송과엔터테인먼트,2021,0.064388474,14
CJ,IS,매출원가,-92776929000,-75141496000,방송과엔터테인먼트,2021,-0.029109658,14
CJ,IS,판관비,0,0,방송과엔터테인먼트,2021,0,14
CJ,IS,영업외손익,-636729000,-20421085000,방송과엔터테인먼트,2021,-0.00019978,14
CJ,IS,금융손익,-5885887000,-3022399000,방송과엔터테인먼트,2021,-0.001846754,14
CJ,IS,법인세비용,-10536289000,-14391342000,방송과엔터테인먼트,2021,-0.003305862,14
CJ,IS,중단영업손익,0,0,방송과엔터테인먼트,2021,0,14
CJ,IS,당기순이익,95380076000,52186782000,방송과엔터테인먼트,2021,0.02992642,14
CJ,BS,현금성자산,11551189000,20000244000,방송과엔터테인먼트,2021,0.003624297,14
CJ,BS,금융자산,80894813000,62889312000,방송과엔터테인먼트,2021,0.025381529,14
CJ,BS,재고자산,0,0,방송과엔터테인먼트,2021,0,14
CJ,BS,유형자산,1.07E+11,1.11E+11,방송과엔터테인먼트,2021,0.033595075,14
CJ,BS,무형자산,30480123000,29493533000,방송과엔터테인먼트,2021,0.009563433,14
CJ,BS,투자주식,2.94E+12,2.94E+12,방송과엔터테인먼트,2021,0.921214553,14
CJ,BS,기타자산,21102502000,25596717000,방송과엔터테인먼트,2021,0.006621114,14
CJ,BS,자산총계,3.19E+12,3.19E+12,방송과엔터테인먼트,2021,1,14
CJ,BS,금융부채,3.57E+11,3.94E+11,방송과엔터테인먼트,2021,0.112152912,14
CJ,BS,기타부채,28324540000,15294808000,방송과엔터테인먼트,2021,0.008887098,14
CJ,BS,충당부채,651600000,1962462000,방송과엔터테인먼트,2021,0.000204446,14
CJ,BS,부채총계,3.86E+11,4.11E+11,방송과엔터테인먼트,2021,0.121244456,14
CJ,CF,영업활동현금흐름,1.15E+11,88474727000,방송과엔터테인먼트,2021,0.036215433,14
CJ,CF,투자활동현금흐름,-19840155000,-2.21E+11,방송과엔터테인먼트,2021,-0.00622504,14
CJ,CF,재무활동현금흐름,-1.04E+11,1.47E+11,방송과엔터테인먼트,2021,-0.032641365,14
CJ대한통운,IS,매출액,7.73E+12,6.94E+12,항공화물운송과물류,2021,1.090215108,15
CJ대한통운,IS,매출원가,-7.10E+12,-6.39E+12,항공화물운송과물류,2021,-1.001967894,15
CJ대한통운,IS,판관비,-5.03E+11,-4.32E+11,항공화물운송과물류,2021,-0.070923067,15
CJ대한통운,IS,영업외손익,-70198666864,-12776554334,항공화물운송과물류,2021,-0.009902335,15
CJ대한통운,IS,금융손익,69597941487,24916767055,항공화물운송과물류,2021,0.009817596,15
